Hour,Stop_id,Trip_type,Train_Type,Train_number,Platform,Passed_Stations,Stations,Arrival,Departure
16,-6403359143426649286-2410281628-5,S,S,39173,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281640,2410281641
16,8314728135667984024-2410281512-19,S,S,39168,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281613,2410281614
16,5892770901949477081-2410281638-3,N,RE,22332,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281652,2410281654
16,2031770989991666166-2410281640-5,S,S,39175,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281652,2410281653
16,-5904617580863997838-2410281554-2,N,RE,22359,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281601,2410281603
17,-5025229199347109576-2410281652-19,S,S,39178,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281754,2410281757
17,-5586134168244421516-2410281654-2,N,RE,22375,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281701,2410281703
17,2832574724293271171-2410281632-19,S,S,39176,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281734,2410281735
17,-425054641866336399-2410281740-5,S,S,39181,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281752,2410281753
17,309242935927658393-2410281728-5,S,S,39179,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281740,2410281742
17,4460177971414361190-2410281720-2,N,RE,22323,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281727,2410281729
17,8666048551767367949-2410281740-3,N,RE,22344,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281754,2410281756
17,-346609625048630176-2410281706-5,S,S,39177,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281718,2410281719
17,7419071041258224906-2410281710-3,N,RE,22322,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281725,2410281727
17,7727925195198559712-2410281612-19,S,S,39174,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281713,2410281714
18,3092977352164132927-2410281732-19,S,S,39182,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281834,2410281835
18,-3234772275442577609-2410281806-5,S,S,39183,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281818,2410281819
18,918758978157630951-2410281752-19,S,S,39184,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281854,2410281857
18,-8621707245738202863-2410281840-5,S,S,39187,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf,2410281852,2410281853
18,5758277478614795558-2410281754-2,N,RE,22339,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281801,2410281803
18,4187167643893746126-2410281838-3,N,RE,22334,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281852,2410281854
18,-9024274248144044579-2410281712-19,S,S,39180,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281813,2410281814
18,9135627335669300459-2410281829-5,S,S,39185,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281841,2410281842
18,-2207317055693254340-2410281810-3,N,RE,22324,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281825,2410281827
18,141321496036514962-2410281820-2,N,RE,22325,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281829,2410281831
19,4105235306383723998-2410281832-19,S,S,39188,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281934,2410281935
19,1752210416580988014-2410281940-5,S,S,39193,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf,2410281952,2410281953
19,414963287404965294-2410281938-3,N,RE,22346,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281952,2410281954
19,1845973413569828335-2410281928-5,S,S,39191,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281940,2410281941
19,-9126288454994267930-2410281906-5,S,S,39189,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410281918,2410281919
19,2382670990899368373-2410281852-19,S,S,39190,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281954,2410281957
19,6235326817218556854-2410281920-2,N,RE,22327,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281927,2410281929
19,-4305333205831426679-2410281812-19,S,S,39186,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410281913,2410281914
19,-7306132388276561051-2410281910-3,N,RE,22326,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410281925,2410281927
19,7094404036676255157-2410281854-2,N,RE,22377,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410281901,2410281903
20,-4495099019180253689-2410281932-19,S,S,39194,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282034,2410282035
20,3294549086294805648-2410282006-5,S,S,39195,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282018,2410282019
20,3326198688546362557-2410282028-5,S,S,39197,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282040,2410282041
20,1972894134900307604-2410281912-19,S,S,39192,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282013,2410282014
20,-5138911552103178981-2410282040-5,S,S,39199,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf,2410282052,2410282053
20,2934329735010760722-2410282020-2,N,RE,22329,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410282027,2410282029
20,-1678976939166510416-2410282038-3,N,RE,22336,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410282052,2410282054
20,4482929121549960846-2410281954-2,N,RE,22333,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410282001,2410282003
20,695588575495343481-2410282010-3,N,RE,22328,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410282025,2410282027
21,-7763645446399850721-2410282110-3,N,RE,4940,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410282125,2410282127
21,3911749645623024698-2410282153-1,S,S,39205,3,null,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf,null,2410282153
21,8619237711508485512-2410282106-5,S,S,39201,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282118,2410282119
21,-4304626523128912057-2410282138-3,N,RE,22348,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410282152,2410282154
21,-6967658431534162260-2410282128-5,S,S,39203,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282140,2410282141
21,7896624566664729672-2410282120-2,N,RE,22331,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410282127,2410282129
21,111059335157610098-2410282012-19,S,S,39198,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282113,2410282114
21,-6098448564321831998-2410282054-2,N,RE,22379,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410282101,2410282103
21,9106971372230060674-2410282032-19,S,S,39200,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282134,2410282135
22,5069650830498297190-2410282112-19,S,S,39204,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282213,2410282214
22,8651021126246186153-2410282209-3,N,RE,22360,1,Nürnberg Hbf|Fürth(Bay)Hbf,Forchheim(Oberfr),2410282225,2410282227
22,5738068272006745117-2410282228-5,S,S,39211,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282240,2410282241
22,6802986311670029795-2410282132-19,S,S,39206,2,Neumarkt(Oberpf)|Pölling|Postbauer-Heng|Oberferrieden|Burgthann|Mimberg|Ochenbruck|Feucht Ost|Feucht|Nürnberg Hbf|Nürnberg-Steinbühl|Nürnberg Rothenburger Str.|Fürth(Bay)Hbf|Fürth-Klinikum|Vach|Eltersdorf|Erlangen-Bruck|Erlangen Paul-Gossen-Straße,Bubenreuth|Baiersdorf|Kersbach|Forchheim(Oberfr),2410282234,2410282235
22,-8254840343536881673-2410282206-5,S,S,39207,3,Forchheim(Oberfr)|Kersbach|Baiersdorf|Bubenreuth,Erlangen Paul-Gossen-Straße|Erlangen-Bruck|Eltersdorf|Vach|Fürth-Klinikum|Fürth(Bay)Hbf|Nürnberg Rothenburger Str.|Nürnberg-Steinbühl|Nürnberg Hbf|Feucht|Feucht Ost|Ochenbruck|Mimberg|Burgthann|Oberferrieden|Postbauer-Heng|Pölling|Neumarkt(Oberpf),2410282218,2410282219
22,-1703153198560759410-2410282154-2,N,RE,22365,4,Forchheim(Oberfr),Fürth(Bay)Hbf|Nürnberg Hbf,2410282201,2410282203
